id,Content,Time,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11
R_4HETfQ8sqFi04DP,I don't know if it's fixed now but the pump at the repair stand next to Y2E2 was broken for a while.,10/14/13,Bike,,,,,,,,,,
R_aX0z6dp6H0Xs0Qd,Why do eco pass and go pass only provide to the stanford employees? Why not provide the VTA eco pass to graduate student? Graduate students at SJSU have free VTA commuting.,10/14/13,,,,Commute Club,,,,,,,
R_0TwJz0JwQo1fxcN,The pumps at the free bicycle repair stands are perpetually broken.,10/14/13,Bike,,,,,,,,,,
R_9zy0eTMKf7B4zQ1,"I understand that permits are not sent to dorms for fear of stolen permits, however you could cut down consider on line volume/traffic at the office by allowing for mailing of non-dorm on-campus addresses, such as EV. I live in a town-house style home with the mail delivered directly to my door. It's equivalently safe as an off-campus address. And stolen permits/violations should be dealt with at the perpetrator level, not by limiting my access to convenience, especially when I'm working most of the hours the office is open.",10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_a5KeqMuGHYEm60d,Bring back free cal train for grad students!!!!! Rent is too high around here to have to spend a fortune on Caltrain to boot,10/14/13,,,Other transit,,,,,,,,
R_4IsEwgXjnCAO4kt,"The Bike Safety and Bike Citation Diversion Class should be much more flexible to students' needs.  I tried registering right after I got a ticket, but all classes were full and told me to check back later.  I checked back in a couple weeks when I again attempted to register, but got an email saying I was 1 day late and I now have to pay an obscenely high fine or go to court.  ",10/14/13,Bike,,,,,,,,,,Other
R_3Qwnw7sz4Uyw8Hb,Have more clothing lockers available. Increase frequency of SLAC line. ,10/14/13,Bike,Marguerite,,,,,,,,,
R_0JxQcK6pcDUz24J,Please publicize the programs more,10/14/13,Bike,Marguerite,,,,,Walking,,,,
R_37s48O5FRiGqRtb,"It's fine when it's like blocked out stanford, but some places, like the field behind meyer, I feel like i'm going to crash into everyone. / The marguerite is sometimes not synched with google maps which is frustrating; i'll wait for a bus that isn't operating on that day. / Thank you for all your work!",10/14/13,Bike,Marguerite,,,,,,,,,
R_2hoFe7HSg6JTKh7,Good programs.,10/14/13,,Marguerite,,,,,Walking,Carpooling/Vanpooling,,,
R_8pFXBRSAr6kK8OF,All helpful for Stanford commuting!,10/14/13,Bike,Marguerite,,,,,,,,,
R_2rFloBDOGeJqDfT,"You should send out an email with info about the free travel-related benefits undergraduate students are entitled to. I would really love to get to go off-campus more often, but it is neither convenient nor within my budget to do so. Most people will not visit your website during their time studying here unless they plan to bring a car on-campus, so email is your best option.",10/14/13,,,Other transit,,,,,,P&TS website and/or online ordering system,,Other
R_cZN8ky1fmLvji1T,I wish there were a commute-club equivalent I could sign up for as someone who lives on campus. ,10/14/13,,,,Commute Club,,,,,,,
R_d5aYmAe58JEbznf,"Over the summer, I got a parking ticket while I parked for about 15 minutes while getting my permit. It's a hassle to pay for parking for just a few minutes while you're picking up a permit; isn't there any way to allow people just picking up their parking permits to park for a few minutes?",10/14/13,,,,,Parking,,,,,,
R_5iI05fURSCxfvoh,Go Pass or Eco Pass for grad students too!,10/14/13,,,Other transit,,,,,,,,
R_0IKuSVeptaWuLWZ,"I would like to know more information on the above programs I did not select, they seem relevant and I did not know about them.",10/14/13,Bike,,,,,,,,,,
R_6tlUUlZUnOTouY5,commute club is awesome!,10/14/13,,,,Commute Club,,,,,,,
R_bDA7suEU9Ty9QBT,I'm a law student. would love to learn more about the free CalTrain passes,10/14/13,,,Other transit,,,,,,,,
R_erZNabv8UdVh9vD,Please make the C parking pass available for some on campus students. I consistently come back from a night of study/work to find that the entire Rains parking lot is occupied by cars as well as the parking spots on Bowdoin. The C spots are still available and it is less of a distance to walk from the wilbur parking lot to rains than it is from whatever scant number of ES spots are available. I would gladly pay a premium to have the C pass and have the ability to drive and park at the hospital or wilbur parking lot instead of having to wait until passes are no longer enforced. ,10/14/13,,,,,Parking,,,,,,
R_5unZKfIN6mvgm8Z,should extend Go pass to students!! could use an incentive like giving up parking permit for go pass!,10/14/13,,,,,,,,,,,
R_cwLzEYOnwy7JsTH,Postdocs need Go passes. My commute costs me $300 a month! ,10/14/13,Bike,,,,,,,,,,Other
R_eIJidTR59Eyf7jn,No,10/14/13,Bike,,,,,,,,,,
R_8A2OWHTWO7SPJ0p,"Bike Citation Diversion Class should have more openings, I couldn't get in because it was full, and as a result had to appear in Court. Also I emailed the address at the Stanford Citation Class with one specific question, (if there was an alternative), and never heard back.",10/14/13,Bike,,,,,,,,,,
R_eJLAy9ULR0tookJ,"I am really disappointed with the revised BOH bus line schedule. Whilst I am aware it is subsidised by other companies- and thus scheduled to their needs, a LARGE proportion of the passengers are commuting Stanford affiliates, and cutting the last bus to 5:30 is not useful to anyone. I would have preferred an extension beyond 6:30, not less. Perhaps if it was plausible to extend the shuttle service at the cost of Stanford, you would have a lot of happy commuting Menlo Parkians!",10/14/13,,Marguerite,,,,,,,,,
R_esoRi5zkOKB8rRz,Marguerite: C line route and schedule too slow for Stanford West commuters /  / Bike repair stands need more maintenance to ensure the valve works. If not reliable they are useless.,10/14/13,Bike,Marguerite,,,,,,,,,
R_3xYnpDhVQ989J3L,"A short-term design-your-own-commute-club option would be nice--in Nov-Dec 2012 because of a 2 week-vacation and closure I worked 10-12 days per month; instead of purchasing a 30-day parking permit, I rode the bus-train-shuttle for those 12 days. I can see doing this 2-4 months out of the year what with holidays/vacations. But, there's no incentive from the Univ (just a savings for me of about $60-$70 dollars).",10/14/13,,,,Commute Club,,,,,,,
R_5083b0WR6rtaWpv,I've been *very* pleased with the transit-related programs!,10/14/13,,,,,,,,,,,
R_1zbcfoC8cc4AAJv,"My situation is unusual, as I live in Santa Barbara, and teach for Stanford's Online High School (in Pre-Collegiate Studies). I have to drive up three times a month for Friday meetings. Hopefully I'll be able to move before next school year, and will be taking advantage of BART, CalTrain, the Go/Eco Pass, &c.",10/14/13,,,,,,,,,,,Other
R_encJ15CG4GCZt2d,"Students should be able to access commuter assistance (besides the commute club), especially transit coupons or vouchers.",10/14/13,,,Other transit,Commute Club,,,,,,,
R_bslep3yxjszCq0d,"From what I have seen of the above incentives, the majority don't seem to apply to postdocs and/or people not based on main campus",10/14/13,,,,,,,,,,,
R_3rSd0Uml8KbcGuV,"I was not familiar with several of the programs. in particular, I was not familiar with any of the programs relating to public transportation. More / more targeted communication about those programs could be useful.",10/14/13,,,Other transit,,,,,,,,
R_4UyIBgrmC3XrZCl,Postdocs should be eligible for Eco and Go passes,10/14/13,,,Other transit,,,,,,,,
R_6AmDw1uMCWJ9mNT,"I usually take a bus ""AC Transit U-line"" from Campus Oval at 5:54 pm, and often there is no seat.  / If Ardenwood Express comes earlier than U-line, people who drive their car to Ardenwood park & ride will take Ardenwood Express instead of taking U-line, and it saves seats to whom need to go beyond Ardenwood - ACE Centerville Station ~ Fremont BART Station. / Please consider bus schedule - Ardenwood Express arrives 5-10 mins earlier than U-line, OR provide one more bus between 4:30 - 5:30. /  / When I drive to Stanford campus (1-2 times/month), it's difficult to find a parking after 9am. Need more car parking for ""C"" permit. / ",10/14/13,,Marguerite,Other transit,,Parking,,,,,,
R_3VLglyXjXP5GUXH,"I don't qualify for the clean air cash incentive based on my location of my job, though I take the U line daily to save on gas and the environment.   / Also, Stanford buses should expand their lines to duplicate the U line locations to Bart, Well's Fargo parking and Amtrak in order to save on the $ paid out to AC transit.  The schedules and drivers are erratic at best.  More times needed for the Ardenwood Express buses in the morning and evening.  ",10/14/13,,,Other transit,Commute Club,,,,,,,
R_55UcKiNUK2BR7lr,Provide additional shuttles for east bay commuters from Union City Bart & Ardenwood Park & Ride.,10/14/13,,,Other transit,,,,,,,,
R_5pYQq0qTgxG8Fo1,Thank you for providing these programs to us.,10/14/13,,,,,,,,,,,
R_ba57PyRxA2ChkMJ,"I am very appreciate to have a free Go Pass, but the Dumbarton Express bus line is not quite on time (usually 5-20 Mins delay). Sometime, one bus schedule was skipped.",10/14/13,,,Other transit,,,,,,,,
R_3qhPzwiS6YTKPL7,"When I was commuting on Line-U, it would be helpful for more information regarding the times, and if/when the buses were broken down and late.",10/14/13,,,Other transit,,,,,,,,
R_af9mpRHfe0Yz4Db,"I am Post Doctoral Fellow in Department of Biology. I daily commute in Caltrain and there are several others who take this commute. Post doctoral fellows are not eligible for this GoPass for Caltrain. I am paying 126 USD per month for my commute. During the weekend also I  travel. I really appreciate if you can allow Post doctoral fellows to be eligible for GoPass.  / Thank you,  / Aruna",10/14/13,,,,,,,,,,,Other
R_5uOJ5wTSQwwHYHP,Commuters at porter drive offices who commute via alternative methods don't get to take advantage of clean air cash. This really isn't fair for those commuters!,10/14/13,,,,Commute Club,,,,,,,
R_0OnSXyaZnm9K5uZ,the Go Pass and Eco Pass should be extended to postdocs,10/14/13,,,Other transit,,,,,,,,
R_08HoBzy7x3916Op,"The persons working off campus are NOT eligible for the Commute Club and Clean Air Cash. In addition, postdocs are NOT eligible for Go Pass.",10/14/13,,,,Commute Club,,,,,,,Other
R_0oK57FiO6Cd7XZH,"Caltrain passes are not available for postdocs. I used to commute by bike, but getting a locker was impossible - more lockers might make it more convenient for people bike commuting. Also, my husband and I would happily live on campus (and thus only walk or bike to work), but housing for postdocs is not available easily.",10/14/13,Bike,,,,,,Walking,,,,
R_8zZR6r90rqJCdk9,"#1. Keep up the good work. I have lived all over the world, but never in a place that so encourages healthy bicycling. This is good for me and good for the environment.",10/14/13,Bike,,,,,,,,,,
R_0HUQFlcD2D5dOGV,Never heard of most of them,10/14/13,,,,,,,,,,,
R_ey5f2D7KKFGyNXT,"I realise there must be very good reasons why this is not done, but it seems that providing CalTrain / EcoPasses to visiting scholars / post-docs might be environmentally (and financially, to them) beneficial as this group is very likely to take advantage of free public transport. I think the passes should also be available to spouses, to encourage spouses based at Stanford to commute together.",10/14/13,,,Other transit,,,,,,,,
R_bBjqi3MJMANKzVX,"- better bike/walking integration on campus would be welcome /  / - in general, biking enhancements are always welcome, though I find the biking environment very friendly now. :-)",10/14/13,Bike,,,,,,Walking,,,,
R_9TTCnlL9UAhYM17,I hope postdoc can get free caltrain pass. Or at least buy at a discount rate. ,10/14/13,,,,,,,,,,,Other
R_6hzoCoQjnd3znWl,"I carpool everyday, by driving my children to/from Nixon School just off campus, however it's not considered carpooling. Is there any special category that considers this?  / ",10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_2l7wvEntKpusyUZ,"If it was faster for me to use public transportation I would use it, or if I worked during rush hour traffic I would use it. ",10/14/13,,,,,,,,,,,
R_1YsIVbnhLQHnTvv,Please convince the leadership that telecommuting is possible.  Even one day/week would help.,10/14/13,,,,,,,,,,,Other
R_9Fw6hpv1uLMmAdf,"i tried aimride and 511 and found it to be unhelpful, the only people it matched me with did not fit either of our needs pertaiing to schedule",10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_6KyuaZ54FrqmT6l,Additional shuttle like the Ardenwood Express will help and same shuttle for going back home instead of taking the Dumbarton Express.,10/14/13,,Marguerite,,,,,,,,,
R_cLSEQCt3SB5MAa9,"Why can't employees at Porter Drive participate in the Commute Club?  If we are using alternate transporation methods, even though they take so much longer to / from the train station - why can't we participate?  I commute by train anyway because I hate the stress of driving the 280 everyday - but it would be nice to be rewarded for the time committment to commute by rail - ",10/14/13,,,,Commute Club,,,,,,,
R_diNwAuDUZ5o6gRL,Please expand the Eco Pass/Go Pass to postdocs.,10/14/13,,,,Commute Club,,,,,,,
R_eg0dyqSMyhRYox7,a shuttle from home to caltrain would be the most convienent and encouraging solution.,10/14/13,,,Other transit,,,,,,,,
R_7OFsqxiTiARgWgt,Pls lower monthly parking fee,10/14/13,,,,,Parking,,,,,,
R_cNiy9FRsiPOyW0t,We need a bus like Google to take us door to door. Thanks!,10/14/13,Bike,Marguerite,,,,,,,,,
R_2mHTzeJWfHQRcJD,A shuttle from San Francisco would give me the opportunity to not have to drive to Stanford. It would also free up parking spaces at the hospital lot.,10/14/13,,,Other transit,,,,,,,,
R_bQx63DubWovhYZn,"greatly appreciate all of the programs that are available to encourage transit use, but the bottom line when trying to get me to change my commute mode would be having comparable trip times to driving alone. /  / also, there don't seem to be enough visitor parking spaces near Littlefield.",10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_b9q77EjjyMLU4kt,A commuter bus from San Francisco. Imagine how this would help those who live in the city and also travel from the east bay. I would never drive if there was a commuter bus that did a pickup in SF near me. I just want Stanford to see that they have employees that don't just live in the surrounding area and the south bay. What about SF? The CalTrain stations in SF are not easily accessible for people everywhere in SF. There should be another option.,10/14/13,,,Other transit,,,,,,,,
R_4Z6VLg1rgO0zOWV,I want to express how much of an inconvenience Caltrain and the Shuttles have been. Stanford employees are being punished when either of them make us late and it isnt fair. Considering going back to driving. ,10/14/13,,Marguerite,,Commute Club,,,,,,,Other
R_7X8tG9FloquBkZD,"I do not qualify for the commute club because I work at 770. I use Caltrain every day though. /  / I also would like the campus to be more walker friendly. To get to marguerite from 770 and down to Caltrain can take 20-30 minutes which adds on a significant time to my long commute. Finally, lights on the path by Caltrain would be nice as I don't feel safe walking there at night.",10/14/13,,,,Commute Club,,,Walking,,,,
R_bKhLnZDb5S0nx1H,Signage in the marguerite is a great idea and how I learn about many of the bike programs.,10/14/13,Bike,,,,,,,,,,
R_4VO23Ou62bOkPw9,"Currently a ""Temp,"" here at Stanford, worked here for the past 1 1/2 and due to the lack of being able to hire someone on as an official university employee I am left with little commuting options.  No Go Pass, or commute incentives.  I work from 10:30-7 or 8, C parking spaces are taken by that time, I'm forced to buy an A pass.  Taking public trasit costs about the same, but doesn't save me any time, so I'd rather drive in.  Maybe providing anyone who works for the university in any capacity some commuting incentives.  Possiblly a sponsored GoPass I'd take Caltrain then.",10/14/13,,,Other transit,Commute Club,Parking,,,,,,
R_ezdsEoNV3zewfhr,It would be great if I can feel that my bike is secure outside on the racks when I work long hours inside. ,10/14/13,Bike,,,,,,,,,,
R_2i6d4tMsmXBPY5T,I didn't know about the folding bike subsidy and would like more information about it.,10/14/13,Bike,,,,,,,,,,
R_9YmgGsF276fqsrr,"If you really do process bike registrations, as an off campus Stanford Hospital Employee (at Palo Alto Tech Center on Embarcadero Rd) I would love it if bike registration was available once or twice a year here at my location. ",10/14/13,Bike,,,,,,,,,,
R_6PwChhJTfpuQtGR,"Driving commutes have gotten dramatically worse in the 18 months I have been at Stanford, likely due at least in part to increased employment in the region. I try to do public transit at least one day per week (BART to Caltrain), but it takes 2 hours or more each way, and I often can't even get work done because of the need to stand on the train. Carpools and vanpools are too inflexible because I often have work situations that don't allow me to leave work at a regular time each day. What I REALLY would find useful is an express bus (like the Ardenwood Express) from the upper East Bay (I am in Alameda) that perhaps went twice a day in each direction - an early option and a late option. I could get work done on a large bus, and I would be able to get a later bus if I missed the early one. Please investigate the large number of Stanford people who I believe are commuting from the upper East Bay - Oakland, Berkeley, Alameda, Albany. I have met dozens of them just in my own travels around campus. With the cost of housing in the Silicon Valley so prohibitive and no housing assistance programs available to staff, it really is necessary to have some transit alternatives that go beyond BART to Dumbarton Express/Line U/Caltrain, given the large amount of time those routes require. Thanks so much for seeking our input -- appreciate your group's work.",10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_aeITCUAXe0I4jOJ,Marguerite shuttles are late most of the time.,10/14/13,,Marguerite,,,,,,,,,
R_cSg2PZGPiQlHXbD,"My situation is unique.  I live in Santa Rosa, and I telecommute roughly 90% of the time.  I work on-site about one day every two weeks.  Public transportation is available, but it takes a ridiculous amount of time, and many transfers would be necessary.  Therefore, the automobile is my only viable option.  I schedule my work day to avod rush hours, arriving at the office at 10:00 and leaving at 6:00.  The commute takes roughly 4 hours hours round-trip.  Needless to say, I find that I'm more productive when I telecommute.  Also, I am not aware of any provisioning for plug-in cars - electric and plug-in hybrid vehicles.  Such provisioning would make commuting by more eco-friendly and fuel efficient vehicles more attractive.",10/14/13,,,Other transit,,,,,,,,
R_bKJd6hftqNLs6tD,Our offsite location (Palo Alto TECH Center) is not bike-friendy at all: very limited bike racks - none of them covered; no bike lockers or lockers in the restrooms for people who regularly have a long bike commute and need to clean up/change afterwards.,10/14/13,Bike,,,,,,,,,,
R_cDgzlw8ZQfyFU3z,"Please make the commute club program more flexible to receive benefit. I carpool often, but irregularly and it seems like there is no incentive for this level of ridesharing. Carpooling seems like an all or nothing approach to gaining the incentive. ",10/14/13,,,,Commute Club,,,,Carpooling/Vanpooling,,,
R_a8HnV5UOHZE4NNj,would love if I could get clean air cash for bike commuting to the Palo Alto Technology Campus (SHC IT Services dept),10/14/13,Bike,,,,,,,,,,Other
R_6yEFAONcbmdqJ6d,Too many! Stick to one,10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_5pYznELx1bueXel,"More education for transportation programs available to SHC employees. Access to a bike sharing/bike rental programs would also give me an incentive to cycle to the hospital vs. driving to the hospital. /  / Also, bike lanes and preplanned bike routes to the Stanford Campus/Hospital (for example: Embarcadero and Oregon Expressway are very dangerous for cycling). ",10/14/13,Bike,,Other transit,,,,,Carpooling/Vanpooling,P&TS website and/or online ordering system,,Other
R_9v2AoMVGdrGFjzT,"I am purchasing an electric vehicle and was surprised to see no support for this option as far as clean commute or parking subsidy of some kind. Paying for the charge is high priced, and I do not move in and out of my work area during the shift as I have no coverage.  I can not leave car for short period and then move it later.",10/14/13,,,,,,,,,,,
R_0x13tqOlzn0zhDT,Driving alone takes me 45 - 60 minutes each way. Riding public transportation takes me an hour and a half or more each way. ,10/14/13,,,,,,,,,,,
R_e2MFCW6UJH1QxyB,It would be nice if the U line could arrive sooner. I start at 8:30 and sometimes run late because of the bus being late or traffic.,10/14/13,,,,,,,,,,,Other
R_74IWJAdnkfs3Vcx,It would be nice if the U Line and AE stopped at the Stanford Shopping Center (next to the parklot lot).,10/14/13,,,Other transit,,,,,,P&TS website and/or online ordering system,,
R_0HfGmwK1YRbxFVX,"I find the scooter to be an even better option than bikes if you're commuting on Caltrain and BART. Until this survey, i didn't know there was a folking bike subsidy -- I'd considered a folding bike but it was too heavy for me, which is why I started scootering. My current scooter was $240 and its very well constructed -- maybe a subsidy for scooters might make sense if you're encouraging alternatives.",10/14/13,,,,,,,,,,,Other
R_8hQ4xgsmJxG5ntX,"Please start offering the Eco and Go Pass to postdocs also. This is of great importance since living close to campus in this area is mindblowingly expensive, and these passes would reduce car traffic and environmental burden caused by a lot of postdocs commuting by car.",10/14/13,,,,Commute Club,,,,,,,
R_3JmXYV7uZxx0n6R,"Post-docs should get free Caltrain passes. Post-docs get few student benefits, and few Stanford employee benefits.  But science post-docs probably work the longest hours of any campus group.  Why not help post-docs keep commute costs down and simultaneously encourage the use of public transportation?  Caltrain monthly pass is ~$1500 per year...that's over 3% of the average post-doc's salary.",10/14/13,,,Other transit,,,,,,,,Other
R_cx8U5JRWX05jy97,"Please consider having a Marguerite shuttle that runs parallel to Dumbarton Express. Dumbarton Express is not always reliable. Likewise, it gets crowded on Dumbarton Express too. ",10/14/13,,,Other transit,,,,,,,,
R_0ptFOmN3n4aX3Q9,Your programs are fantastic!  I am disappointed in the fact that because my husband's office was moved from Crothers Hall to the Porter Drive facilities we are not eligible for the Carpool discount.  We are still driving only one car to and from home which reduces traffic and has other environmental benefits.  I also wish there were a benefit for those who drive Hybrid vehicles but can see that other than the environmental benefits that Stanford itself does not in face benefit from our choice of vehicle.,10/14/13,,,,,,,,Carpooling/Vanpooling,,,Other
R_9XDYE6voDiHqqTr,I can't wait until I move to Stanford West next month and start commuting using the Marguerite!,10/14/13,,Marguerite,,,,,,,,,
R_06PQ6l3LdXZPLN3,"The free GoPass is great! It really makes taking the train attractive, despite the extra time it takes.",10/14/13,,,,,,,,,,,
R_cNiiRP5VaI44zkN,Consider giving discounts to those who drive clean diesel engine vehicles.,10/14/13,,,,,,,,,,,Other
R_2ivMtXs98HzsgqV,"Thank you for everything you do, it is so wonderful to be able to ride caltrain and local busses for free and not have the stress of commuting! I wish more people would do it. My only other suggestion would be providing a Stanford express bus from places south (cupertino, san jose, etc) to campus. ",10/14/13,,,,,,,,,,,
R_9ZhnqTyK9mCopQp,Marguerite shuttle from Main campus to Redwood City would be really great,10/14/13,,,,,,,,,,,
R_3sndqvXVuCyPXuZ,"East Bay ferry service timetables do not link up with Caltrain.  It seems an easy boost to revenue (both for ferry system & Caltrain) would be to synch the timetables. Not only more commuters would use the ferry/Catrain option, but it would reduce traffic congestion. Perhaps Stanford could go in with Google on their ferry service. I think our huge water way is under-utilized for relieving traffic congestion and pollution. Hundreds of commuters would be off the road ways, not using Stanford parking lots, and they could use their bikes to get from the ferry to Caltrain and on campus to get more exercise too!  So many wins in this solution.",10/14/13,Bike,,Other transit,,Parking,,Walking,,,,
R_3luXTyx0WuGEWWx,I would like to see more bike information rather than just helmet discount.  Have shuttles go to Hayward Bart station rather than just Union City and Fremont.,10/14/13,Bike,,Other transit,,,,,,,,
R_80LI0hlalI65NmB,Provide option for free Sam Trans bus pass instead of VTA. I would take bus--> cal train rather than driving to Cal Train.,10/14/13,,,Other transit,,,,,,,,Other
R_cO2juVqSvqCC1qR,Only my opinion that paying for parking at the price it is doens't seem fair the parking lot in front of Psychiatry has been HORRIBLE considering I pay my A sticker parking fee and at times can not find parking and have to valet.  ,10/14/13,,,,,,,,,,,
R_ezHkgPoGITGXPmJ,I would love to take public transportation but it would take me almost 2 hours (VTA and then transfer to Caltrain) versus the one hour it takes me now to drive. I wish Stanford could provide express bus shuttles from different bay area locations outside of Palo Alto.,10/14/13,,Marguerite,Other transit,,,,,,,,
R_3W6W5ceOujZVvDv,"I am sure that I will not be the only one writing this but when I moved to San Francisco, I had a look into all the different possibilities of commute and wanted to commute with Caltrain at least a few times a week. However, It ended up to be the most expensive way to commute as I have to take the Muni and then the Caltrain. Even the Caltrain alone is more expensive than commuting alone with my car. I would certainly come way more often by train if we had access to public transportation pass.",10/14/13,,,Other transit,,,,,,,,Other
R_cTH3jdb3sflhEBT,"It would be nice if parking passes for campus would be more affordable or if the Commute Club cash credit could be improved. I spend extra time to commute to campus using public transit and if I buy parking passes to park on campus a total of 8 times per month I only make $16 up from the difference of just buying a monthly parking permit and commuting to campus without the commute club financial incentive. I would really appreciate additional credit as the bus is free, however commuting on Bart is still $6.00/day and the hassle of putting up parking permits on the days I travel to campus is almost not worth the $16/month of hassle when I could have an annual permit on my car. ",10/14/13,,,Other transit,Commute Club,Parking,,,,,,
R_6Y8krrlGYwaD8jj,"Give students free Caltrain/ VTA passes! We pay tuition, why are we getting less benefits than employees? / It would help me a lot if there is an express Marguerite that runs all the way to Mountain View. I would actually prefer to commute by bus than to drive but taking the VTA followed by Marguerite will take me almost an hour to get to Stanford, which is way too long. It's also more expensive than the parking permit, so please, free passes and express shuttle. ",10/14/13,,,Other transit,,,,,,,,
R_39itL09MX7YbDlX,Would like to see improved pedestrian walkway from the Palo Alto Caltrain station to University/Hoover Pavilion.  Often have to walk in the grass (tough on rainy days when I dress up for walk) or other non sidewalk area to avoid being hit by bicycle or cars.,10/14/13,,,,,,,Walking,,,,
R_0wTO11DfM4Eu86h,very happy using Caltrain + shuttle to RWC 2x/wk,10/14/13,,,,,,,,,,,
R_81gOJUNGgsNQ2WN,Its difficult to find a person to carpool because of my hours variable schedule,10/14/13,,,,,,,,,,,
R_9tb5e3RJ58SkMF7,The free caltrain pass is awesome! :) It helps me save money on commuting and is also a more green way to travel compared to driving every day.,10/14/13,,,,,,,,,,,Other
R_cUTIxpsT7aMyBff,There is a long wait for lockers.,10/14/13,Bike,Marguerite,,,,,Walking,,,,
R_42fH8HNrXWKz5ul,"I don't understand why it's not possible to order parking passes to be mailed to you over the phone. If you can provide your SUnet ID, this should not be an issue. The automated system sometimes takes too long to process towards the end of the month to be able to take advantage of purchasing passes if you are not on campus. ",10/14/13,,,,,Parking,,,,P&TS website and/or online ordering system,,
R_9nraaFSPqyR6NDv,more marquerite shuttle availability for staff that work on weekends.  Most of time if I work on weekend I have to walk from Cal Train.  SE does not operate frequently enough or direct enough to make it a viable option. ,10/14/13,,Marguerite,,,,,,,,,
R_6Kxzn90vObmoaEt,It would be nice to have a shuttle from San Francisco to Palo Alto and back.,10/14/13,,,Other transit,,,,,,,,
R_25glIYlEEPaJKzH,There are not nearly enough bike lockers near my building (Stem Cell Institute).  I've been on a wait list for one for over a year.  I would definitely bike more often if this were a real option.,10/14/13,Bike,,,,,,,,,,
R_9MFsfdlOmG0COP3,Would be nice to extend marguarite services later in the night and during the week ends,10/14/13,,Marguerite,,,,,,,,,
R_7NHi7t7Kp7B2z4h,Stanford Transit does a great job. I'm so happy I never have to drive to work and there are so many transit options to get to and from campus and to get around on campus. The Marguerite drivers are especially kind and helpful.,10/14/13,,Marguerite,,Commute Club,,,,,,,
R_a2A0b6meeuklcvH,"Parents basically cannot use commuting options. Parents have to be able to go to different locations where daycares are located to pick and drop off children. Shuttes and trains do not work. And for anyone who does not live right beside the train, that is not a time-saving option. I live in Cupertino and the train is so far away that it is not an option for me. And I need to have access to drop children off at daycare. Sometimes commuting options just do not work. And Please STOP taking away ""C"" parking options and turning them into A parking. That will not force me to get ""A"" parking or use other options. ""A"" spots sit empty all day and at times I can't find a spot, it's ridiculous. ",10/14/13,,Marguerite,Other transit,Commute Club,,,,Carpooling/Vanpooling,,,
R_1LCNZ6oH1fWFumN,GOOD,10/14/13,Bike,,,,,,Walking,,,,
R_23uF7PGjnV2util,"I was very excited to be part of the commute club, but my hours are irregular and I couldn't promise not to drive. As my job often ends at 11pm, it is simply not feasible to bicycle all the time.",10/14/13,Bike,,,Commute Club,,,,,,,
R_0TBnNLU21iXPBzf,superb and comprehensive!,10/14/13,,,,,,,,,,,
R_0ky7v3DgVi0y39b,free parking for staff,10/14/13,,,,,Parking,,,,,,
R_cAdWuwnMdqRkZzn,"vwow, very impressive and amazing programs! / I'll check out for ""Folding Bike Subsidy"" I didn't know before.",10/14/13,Bike,,,,,,,,,,
R_a62sff71BZVupNP,I would use Marguerite if the schedules at night (after 7 pm) were more frequent to the SLAC bus line.,10/14/13,,,,,,,,,,,
R_3aayIB5ICBspuol,Would love express Marguerite services at non-peak times such as after 7pm.,10/14/13,,Marguerite,,,,,,,,,
R_abf5AOfWsp8SZ6t,"Although I buy a monthly parking pass, often can not find a space. this makes getting to work on time and un-frazzled v. difficult. I work in the Biz School buildings.",10/14/13,,,,,Parking,,,,,,
R_835n8sXzALvEgzH,It would be great if the u line can follow the time to reach a destination as per schedule. Some drivers are good to reach on time some drivers don't. Please have more parking spots. Parking at one place and walking to work for 15 mins will not help us to save time. ,10/14/13,,,Other transit,,Parking,,,,,,
R_4I61FAZ8TndbOp7,My office is off-site in Menlo Park but I spend 4.5 days a week in the hospital. I'm only allowed to park 3h max in PS4. Most of my colleagues come by car and purchase A-permits. Nevertheless I cannot be part of the commute club and earn rewards for taking Caltrain and my bike 99% of the time. Doesn't seem fair.,10/14/13,,,,Commute Club,,,,,,,
R_4URnH4GMgHe4tCJ,"I'm only vaguely familiar with most of what I marked, and have a hard time finding the information on my own on the website. I would be much more comfortable biking on campus if I were more familiar wih more of the bike-related programs, and if I knew how to access them. It would be nice if the Marguerite shuttles came a bit more often and/or if there were more routes. I've also had a hard time figuring out whether I qualify for clean Air cash/commute club despite attemptinng to participate in the program and going to the office more than once. While I would appreciate more parking, I believe we need to prioritize more in Marguerite and other  alternative transportation. ",10/14/13,Bike,Marguerite,,,,,,,,,
R_efjWW4eFe7ctsZ7,Just wanted to make a note that I regularly work every other weekend.,10/14/13,,,,,,,,,,,
R_bHFhQPIhkYmpSAd,I love ordering parking passes online and paying for it with pretax dollars for the few times I drive to campus / I think it is great that you pay for my CalTrain pass and also give me $$ to commute!,10/14/13,,,,Commute Club,,,,,P&TS website and/or online ordering system,,
